                  mocknum                  getmock              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                 nthreads               calc_stats                 numtbins                 numrbins                    pimax                     zbin                  numgals              calc_wtheta         wt_galgal_counts       wt_randrand_counts        wt_galrand_counts          wt_counts_to_cf
          50819.1434                 0.9                 0.0                 0.0                0.01                0.19                0.69                8145                 0.0                 0.1                0.57                  24  1557340518.1766276                  75                  75                 300                1.92                2419                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.2302                     0.34                      0.0                      0.0                      0.0                     0.02                     0.23                   279410                      0.0                     0.03                     0.19                       24       1557370979.5345936                       75                       75                      300                     0.46                    26113                     0.07                      0.0                     0.06                     0.01                      0.0
          50819.2302                0.34                 0.0                 0.0                 0.0                0.02                0.23             1316907                 0.0                0.03                0.19                  24  1557370979.5345936                  75                  75                 300                0.58              126860                0.64                0.01                0.52                0.11                 0.0
          50819.2302                0.34                 0.0                 0.0                 0.0                0.02                0.23             1228794                 0.0                0.03                0.19                  24  1557370979.5345936                  75                  75                 300                0.69              113688                0.54                0.01                0.44                0.09                 0.0
          50819.2302                0.34                 0.0                 0.0                 0.0                0.02                0.23             1136770                 0.0                0.03                0.19                  24  1557370979.5345936                  75                  75                 300                0.81              108008                0.51                0.01                0.42                0.08                 0.0
          50819.2302                0.34                 0.0                 0.0                 0.0                0.02                0.23              998295                 0.0                0.03                0.19                  24  1557370979.5345936                  75                  75                 300                0.92               97460                0.41                 0.0                0.33                0.07                 0.0
          50819.2302                0.34                 0.0                 0.0                 0.0                0.02                0.23               39824                 0.0                0.03                0.19                  24  1557370979.5345936                  75                  75                 300                1.04                3520                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.2305                     0.26                      0.0                      0.0                      0.0                     0.02                     0.23                   279558                      0.0                     0.03                     0.18                       24       1557371130.3691087                       75                       75                      300                     0.46                    26001                     0.07                      0.0                     0.06                     0.01                      0.0
          50819.2305                0.26                 0.0                 0.0                 0.0                0.02                0.23             1317330                 0.0                0.03                0.18                  24  1557371130.3691087                  75                  75                 300                0.58              127251                0.64                0.01                0.52                0.11                 0.0
          50819.2305                0.26                 0.0                 0.0                 0.0                0.02                0.23             1227561                 0.0                0.03                0.18                  24  1557371130.3691087                  75                  75                 300                0.69              113357                0.57                0.01                0.47                0.09                 0.0
          50819.2305                0.26                 0.0                 0.0                 0.0                0.02                0.23             1137999                 0.0                0.03                0.18                  24  1557371130.3691087                  75                  75                 300                0.81              108125                 0.5                0.01                0.41                0.09                 0.0
          50819.2305                0.26                 0.0                 0.0                 0.0                0.02                0.23              997547                 0.0                0.03                0.18                  24  1557371130.3691087                  75                  75                 300                0.92               97269                0.44                 0.0                0.36                0.07                 0.0
          50819.2305                0.26                 0.0                 0.0                 0.0                0.02                0.23               40005                 0.0                0.03                0.18                  24  1557371130.3691087                  75                  75                 300                1.04                3578                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.2307                     0.26                      0.0                      0.0                      0.0                     0.02                     0.23                   279829                      0.0                     0.03                     0.19                       24       1557371284.4591062                       75                       75                      300                     0.46                    26125                     0.07                      0.0                     0.05                     0.01                      0.0
          50819.2307                0.26                 0.0                 0.0                 0.0                0.02                0.23             1318153                 0.0                0.03                0.19                  24  1557371284.4591062                  75                  75                 300                0.58              127247                0.67                0.01                0.55                0.11                 0.0
          50819.2307                0.26                 0.0                 0.0                 0.0                0.02                0.23             1226894                 0.0                0.03                0.19                  24  1557371284.4591062                  75                  75                 300                0.69              113734                0.55                0.01                0.46                0.09                 0.0
          50819.2307                0.26                 0.0                 0.0                 0.0                0.02                0.23             1135903                 0.0                0.03                0.19                  24  1557371284.4591062                  75                  75                 300                0.81              108131                0.49                0.01                 0.4                0.09                 0.0
          50819.2307                0.26                 0.0                 0.0                 0.0                0.02                0.23              999148                 0.0                0.03                0.19                  24  1557371284.4591062                  75                  75                 300                0.92               97385                0.41                 0.0                0.34                0.07                 0.0
          50819.2307                0.26                 0.0                 0.0                 0.0                0.02                0.23               40073                 0.0                0.03                0.19                  24  1557371284.4591062                  75                  75                 300                1.04                3604                 0.0                 0.0                 0.0                 0.0                 0.0
                50819.231                     0.27                      0.0                      0.0                      0.0                     0.02                     0.23                   280086                      0.0                     0.04                     0.19                       24       1557371437.6427093                       75                       75                      300                     0.46                    26062                     0.07                      0.0                     0.05                     0.01                      0.0
           50819.231                0.27                 0.0                 0.0                 0.0                0.02                0.23             1318192                 0.0                0.04                0.19                  24  1557371437.6427093                  75                  75                 300                0.58              127155                0.63                0.01                0.52                0.11                 0.0
           50819.231                0.27                 0.0                 0.0                 0.0                0.02                0.23             1226356                 0.0                0.04                0.19                  24  1557371437.6427093                  75                  75                 300                0.69              113566                0.54                0.01                0.45                0.09                 0.0
           50819.231                0.27                 0.0                 0.0                 0.0                0.02                0.23             1138563                 0.0                0.04                0.19                  24  1557371437.6427093                  75                  75                 300                0.81              107819                0.51                0.01                0.42                0.09                 0.0
           50819.231                0.27                 0.0                 0.0                 0.0                0.02                0.23              996949                 0.0                0.04                0.19                  24  1557371437.6427093                  75                  75                 300                0.92               97095                0.42                 0.0                0.35                0.07                 0.0
           50819.231                0.27                 0.0                 0.0                 0.0                0.02                0.23               39854                 0.0                0.04                0.19                  24  1557371437.6427093                  75                  75                 300                1.04                3620                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.2312                     0.27                      0.0                      0.0                      0.0                     0.02                     0.23                   279901                      0.0                     0.03                     0.19                       24       1557371589.3241446                       75                       75                      300                     0.46                    26083                     0.07                      0.0                     0.05                     0.01                      0.0
          50819.2312                0.27                 0.0                 0.0                 0.0                0.02                0.23             1317587                 0.0                0.03                0.19                  24  1557371589.3241446                  75                  75                 300                0.58              127285                0.66                0.01                0.55                 0.1                 0.0
          50819.2312                0.27                 0.0                 0.0                 0.0                0.02                0.23             1226747                 0.0                0.03                0.19                  24  1557371589.3241446                  75                  75                 300                0.69              113877                0.55                0.01                0.45                0.09                 0.0
          50819.2312                0.27                 0.0                 0.0                 0.0                0.02                0.23             1138410                 0.0                0.03                0.19                  24  1557371589.3241446                  75                  75                 300                0.81              107829                0.53                0.01                0.44                0.09                 0.0
          50819.2312                0.27                 0.0                 0.0                 0.0                0.02                0.23              997576                 0.0                0.03                0.19                  24  1557371589.3241446                  75                  75                 300                0.92               97417                0.43                 0.0                0.35                0.07                 0.0
          50819.2312                0.27                 0.0                 0.0                 0.0                0.02                0.23               39779                 0.0                0.03                0.19                  24  1557371589.3241446                  75                  75                 300                1.04                3591                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.2315                     3.18                      0.0                      0.0                     0.01                     0.24                     2.91                   180946                     0.01                     0.35                     2.51                       24        1557371918.939213                       75                       75                      300                     0.45                    17247                     0.04                      0.0                     0.03                     0.01                      0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             2317620                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                0.56              221423                0.97                0.01                 0.8                0.16                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             4489629                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                0.67              427463                1.98                0.02                1.63                0.33                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             4628666                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                0.77              434966                1.92                0.02                1.58                0.32                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             4255060                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                0.88              401171                1.75                0.02                1.44                0.29                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             3934240                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                0.99              380130                 1.5                0.02                1.22                0.27                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             3656847                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.09              353823                1.44                0.01                1.17                0.25                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             3414845                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                 1.2              325612                1.29                0.01                1.06                0.23                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             3198740                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.31              296226                1.19                0.01                0.98                 0.2                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             3005439                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.41              281459                1.13                0.01                0.93                0.19                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             2832284                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.52              270037                1.04                0.01                0.85                0.18                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             2615493                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.63              254800                0.93                0.01                0.76                0.16                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91             1307340                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.73              128031                0.32                 0.0                0.25                0.06                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91              162311                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.84               15641                0.03                 0.0                0.02                0.01                 0.0
          50819.2315                3.18                 0.0                 0.0                0.01                0.24                2.91                 540                0.01                0.35                2.51                  24   1557371918.939213                  75                  75                 300                1.95                  75                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.2334                     3.36                      0.0                      0.0                     0.01                     0.27                     3.06                   180932                     0.01                     0.35                     2.64                       24        1557373093.076862                       75                       75                      300                     0.45                    17364                     0.04                      0.0                     0.03                     0.01                      0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             2316970                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                0.56              221197                0.97                0.01                0.79                0.17                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             4488729                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                0.67              428698                1.91                0.02                1.57                0.33                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             4628541                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                0.77              435289                1.93                0.02                1.58                0.33                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             4257375                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                0.88              401594                1.73                0.02                1.42                 0.3                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             3933161                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                0.99              380658                 1.6                0.02                1.31                0.28                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             3655459                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.09              354118                1.45                0.01                1.19                0.24                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             3415111                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                 1.2              326016                1.31                0.01                1.07                0.23                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             3202807                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.31              296652                1.21                0.01                0.99                0.21                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             3005790                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.41              281583                1.11                0.01                0.92                0.19                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             2829753                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.52              270372                1.06                0.01                0.87                0.18                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             2614678                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.63              255593                0.93                0.01                0.75                0.17                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06             1308031                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.73              127790                0.32                 0.0                0.26                0.06                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06              162076                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.84               15472                0.03                 0.0                0.02                 0.0                 0.0
          50819.2334                3.36                 0.0                 0.0                0.01                0.27                3.06                 587                0.01                0.35                2.64                  24   1557373093.076862                  75                  75                 300                1.95                  68                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.2354                     3.19                      0.0                      0.0                     0.01                     0.25                     2.91                   181208                     0.01                     0.35                     2.51                       24       1557374262.5600643                       75                       75                      300                     0.45                    17271                     0.04                      0.0                     0.03                     0.01                      0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             2315777                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                0.56              220779                0.97                0.01                 0.8                0.16                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             4489316                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                0.67              427916                1.94                0.02                1.59                0.33                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             4631301                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                0.77              433779                 1.9                0.02                1.57                0.32                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             4255745                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                0.88              400153                1.72                0.02                1.41                0.29                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             3931476                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                0.99              379758                1.57                0.02                1.28                0.27                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             3657187                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.09              353180                1.46                0.01                 1.2                0.25                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             3417311                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                 1.2              325892                 1.3                0.01                1.07                0.22                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             3199205                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.31              295564                1.18                0.01                0.98                 0.2                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             3007496                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.41              280539                1.13                0.01                0.93                0.19                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             2826976                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.52              269330                1.05                0.01                0.86                0.18                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             2615277                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.63              255088                0.92                0.01                0.75                0.16                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91             1307980                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.73              127580                0.32                 0.0                0.25                0.06                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91              163144                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.84               15454                0.03                 0.0                0.03                0.01                 0.0
          50819.2354                3.19                 0.0                 0.0                0.01                0.25                2.91                 601                0.01                0.35                2.51                  24  1557374262.5600643                  75                  75                 300                1.95                  61                 0.0                 0.0                 0.0                 0.0                 0.0
               50919.0013                     3.17                      0.0                      0.0                     0.01                     0.24                     2.91                   181644                     0.01                     0.35                     2.51                       24       1557375424.5372303                       75                       75                      300                     0.45                    17371                     0.04                      0.0                     0.04                     0.01                      0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             2321940                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                0.56              221928                0.96                0.01                0.79                0.17                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             4487707                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                0.67              428240                1.92                0.02                1.57                0.33                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             4631012                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                0.77              435035                1.92                0.02                1.59                0.31                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             4255664                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                0.88              401944                1.71                0.02                1.41                0.29                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             3930819                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                0.99              380216                1.58                0.02                 1.3                0.27                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             3657652                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.09              354306                1.44                0.01                1.18                0.25                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             3412452                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                 1.2              326217                1.32                0.01                1.09                0.22                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             3204975                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.31              295676                1.21                0.01                 1.0                 0.2                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             3004674                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.41              282493                1.12                0.01                0.92                0.19                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             2826642                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.52              270325                1.05                0.01                0.86                0.18                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             2612154                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.63              254793                0.92                0.01                0.75                0.16                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91             1309016                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.73              127497                0.32                 0.0                0.25                0.06                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91              163131                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.84               15604                0.03                 0.0                0.02                0.01                 0.0
          50919.0013                3.17                 0.0                 0.0                0.01                0.24                2.91                 518                0.01                0.35                2.51                  24  1557375424.5372303                  75                  75                 300                1.95                  75                 0.0                 0.0                 0.0                 0.0                 0.0
               50919.0033                     3.18                      0.0                      0.0                     0.01                     0.25                      2.9                   180778                     0.01                     0.35                      2.5                       24        1557376589.209826                       75                       75                      300                     0.45                    17287                     0.04                      0.0                     0.03                     0.01                      0.0
          50919.0033                3.18                 0.0                 0.0                0.01                0.25                 2.9             2318985                0.01                0.35                 2.5                  24   1557376589.209826                  75                  75                 300                0.56              220736                0.97                0.01                 0.8                0.16                 0.0
          50919.0033                3.18                 0.0                 0.0                0.01                0.25                 2.9             4488303                0.01                0.35                 2.5                  24   1557376589.209826                  75                  75                 300                0.67              427411                1.94                0.02                 1.6                0.32                 0.0
          50919.0033                3.18                 0.0                 0.0                0.01                0.25                 2.9             4631570                0.01                0.35                 2.5                  24   1557376589.209826                  75                  75                 300                0.77              435048                1.93                0.02                1.58                0.32                 0.0
          50919.0033                3.18                 0.0                 0.0                0.01                0.25                 2.9             4252640                0.01                0.35                 2.5                  24   1557376589.209826                  75                  75                 300                0.88              401231                1.72                0.02                1.42                0.29                 0.0
