                  mocknum                 nthreads       getmock_calcwtheta              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                     zbin                  numgals              calc_wtheta            galgal_counts          randrand_counts           galrand_counts             counts_to_cf
          40519.2145                  32  1554515153.8442094                 0.0                 0.0                0.01                0.15                0.17             3808472                 0.0                0.03                0.14                 1.2              976199                3.35                0.91                0.93                 1.5                 0.0
          40519.2145                  32  1554515153.8442094                 0.0                 0.0                0.01                0.15                0.17             3808472                 0.0                0.03                0.14                1.52              806159                 4.4                1.23                1.24                1.93                 0.0
          40519.2145                  32  1554515153.8442094                 0.0                 0.0                0.01                0.15                0.17             3808472                 0.0                0.03                0.14                1.84              143225                 0.2                0.06                0.05                0.09                 0.0
               40519.2158                       32       1554515902.0935543                      0.0                      0.0                     0.01                     0.14                     0.17                  3806688                      0.0                     0.03                     0.14                     0.56                   667684                     0.77                      0.2                      0.2                     0.37                      0.0
          40519.2158                  32  1554515902.0935543                 0.0                 0.0                0.01                0.14                0.17             3806688                 0.0                0.03                0.14                0.88             1215018                3.43                0.95                0.92                1.56                 0.0
          40519.2158                  32  1554515902.0935543                 0.0                 0.0                0.01                0.14                0.17             3806688                 0.0                0.03                0.14                 1.2              975809                 3.3                0.89                0.93                1.47                 0.0
          40519.2158                  32  1554515902.0935543                 0.0                 0.0                0.01                0.14                0.17             3806688                 0.0                0.03                0.14                1.52              805858                4.28                1.21                1.23                1.85                 0.0
          40519.2158                  32  1554515902.0935543                 0.0                 0.0                0.01                0.14                0.17             3806688                 0.0                0.03                0.14                1.84              142319                0.19                0.05                0.05                0.09                 0.0
                40519.221                       32        1554516641.221121                      0.0                      0.0                     0.01                     0.11                     0.15                  3809488                      0.0                     0.03                     0.11                     0.67                  1502229                     3.98                     1.05                     1.06                     1.88                      0.0
           40519.221                  32   1554516641.221121                 0.0                 0.0                0.01                0.11                0.15             3809488                 0.0                0.03                0.11                 1.2             1637799                9.76                2.76                2.76                4.24                 0.0
           40519.221                  32   1554516641.221121                 0.0                 0.0                0.01                0.11                0.15             3809488                 0.0                0.03                0.11                1.73              669460                2.76                0.87                0.84                1.05                 0.0
               40519.2227                       32       1554517648.6829448                      0.0                      0.0                     0.01                     0.12                     0.15                  3807888                      0.0                     0.03                     0.11                     0.67                  1503707                      4.0                     1.03                     1.05                     1.91                      0.0
          40519.2227                  32  1554517648.6829448                 0.0                 0.0                0.01                0.12                0.15             3807888                 0.0                0.03                0.11                 1.2             1637605                9.77                2.81                2.78                4.19                 0.0
          40519.2227                  32  1554517648.6829448                 0.0                 0.0                0.01                0.12                0.15             3807888                 0.0                0.03                0.11                1.73              666576                2.72                0.85                0.81                1.06                 0.0
               40519.2244                       32       1554518656.2624586                      0.0                      0.0                     0.01                     0.11                     0.15                  3804040                      0.0                     0.03                     0.12                     0.67                  1501316                     3.97                     1.04                     1.06                     1.87                      0.0
          40519.2244                  32  1554518656.2624586                 0.0                 0.0                0.01                0.11                0.15             3804040                 0.0                0.03                0.12                 1.2             1635759                9.84                2.76                2.78                 4.3                 0.0
          40519.2244                  32  1554518656.2624586                 0.0                 0.0                0.01                0.11                0.15             3804040                 0.0                0.03                0.12                1.73              666965                2.73                0.86                0.84                1.04                 0.0
               40519.2301                       32       1554519666.3457465                      0.0                      0.0                     0.01                     0.12                     0.15                  3805304                      0.0                     0.03                     0.12                     0.67                  1501944                     4.02                     1.04                     1.06                     1.92                      0.0
          40519.2301                  32  1554519666.3457465                 0.0                 0.0                0.01                0.12                0.15             3805304                 0.0                0.03                0.12                 1.2             1635990                9.67                2.73                 2.7                4.24                 0.0
          40519.2301                  32  1554519666.3457465                 0.0                 0.0                0.01                0.12                0.15             3805304                 0.0                0.03                0.12                1.73              667370                2.73                0.86                 0.8                1.07                 0.0
               40519.2317                       32        1554520670.206017                      0.0                      0.0                     0.01                     0.12                     0.16                  3810000                      0.0                     0.03                     0.12                     0.67                  1502832                     3.99                     1.04                     1.07                     1.88                      0.0
          40519.2317                  32   1554520670.206017                 0.0                 0.0                0.01                0.12                0.16             3810000                 0.0                0.03                0.12                 1.2             1638692                9.79                2.76                 2.8                4.22                 0.0
          40519.2317                  32   1554520670.206017                 0.0                 0.0                0.01                0.12                0.16             3810000                 0.0                0.03                0.12                1.73              668476                2.72                0.85                0.83                1.04                 0.0
               40519.2334                       32        1554521678.498207                      0.0                      0.0                     0.01                     0.11                     0.15                  3805472                      0.0                     0.03                     0.11                     0.67                  1501958                     4.03                     1.05                     1.06                     1.92                      0.0
          40519.2334                  32   1554521678.498207                 0.0                 0.0                0.01                0.11                0.15             3805472                 0.0                0.03                0.11                 1.2             1636740                9.77                2.73                2.77                4.27                 0.0
          40519.2334                  32   1554521678.498207                 0.0                 0.0                0.01                0.11                0.15             3805472                 0.0                0.03                0.11                1.73              666774                2.71                0.85                0.81                1.05                 0.0
               40519.2351                       32       1554522686.1872106                      0.0                      0.0                     0.01                     0.11                     0.15                  3808216                      0.0                     0.03                     0.11                     0.67                  1502617                      4.0                     1.05                     1.07                     1.88                      0.0
          40519.2351                  32  1554522686.1872106                 0.0                 0.0                0.01                0.11                0.15             3808216                 0.0                0.03                0.11                 1.2             1637205                9.82                2.73                2.74                4.35                 0.0
          40519.2351                  32  1554522686.1872106                 0.0                 0.0                0.01                0.11                0.15             3808216                 0.0                0.03                0.11                1.73              668394                 2.7                0.84                0.81                1.05                 0.0
               40619.0008                       32        1554523694.543049                      0.0                      0.0                     0.01                     0.11                     0.15                  3804992                      0.0                     0.03                     0.11                     0.67                  1501860                     4.02                     1.06                     1.06                      1.9                      0.0
          40619.0008                  32   1554523694.543049                 0.0                 0.0                0.01                0.11                0.15             3804992                 0.0                0.03                0.11                 1.2             1636042                9.77                2.74                2.75                4.28                 0.0
          40619.0008                  32   1554523694.543049                 0.0                 0.0                0.01                0.11                0.15             3804992                 0.0                0.03                0.11                1.73              667090                2.72                0.85                0.82                1.05                 0.0
               40619.0025                       32       1554524702.6465192                      0.0                      0.0                     0.01                     0.11                     0.14                  3808504                      0.0                     0.03                     0.11                     0.67                  1503088                      4.0                     1.03                     1.05                     1.92                      0.0
          40619.0025                  32  1554524702.6465192                 0.0                 0.0                0.01                0.11                0.14             3808504                 0.0                0.03                0.11                 1.2             1637391                9.86                2.78                2.78                 4.3                 0.0
          40619.0025                  32  1554524702.6465192                 0.0                 0.0                0.01                0.11                0.14             3808504                 0.0                0.03                0.11                1.73              668025                2.71                0.86                0.82                1.03                 0.0
               40619.0041                       32       1554525714.0982664                      0.0                      0.0                     0.01                     0.11                     0.15                  3802008                      0.0                     0.03                     0.11                     0.67                  1501700                     3.88                     1.02                      1.0                     1.85                      0.0
          40619.0041                  32  1554525714.0982664                 0.0                 0.0                0.01                0.11                0.15             3802008                 0.0                0.03                0.11                 1.2             1634664                9.61                2.74                2.74                4.13                 0.0
          40619.0041                  32  1554525714.0982664                 0.0                 0.0                0.01                0.11                0.15             3802008                 0.0                0.03                0.11                1.73              665644                 2.7                0.84                0.81                1.04                 0.0
               40619.0058                       32       1554526702.7953868                      0.0                      0.0                     0.01                     0.11                     0.14                  3807640                      0.0                     0.03                     0.11                     0.67                  1502803                     3.87                      1.0                     1.03                     1.85                      0.0
          40619.0058                  32  1554526702.7953868                 0.0                 0.0                0.01                0.11                0.14             3807640                 0.0                0.03                0.11                 1.2             1637622                9.81                2.78                2.79                4.24                 0.0
          40619.0058                  32  1554526702.7953868                 0.0                 0.0                0.01                0.11                0.14             3807640                 0.0                0.03                0.11                1.73              667215                2.72                0.85                0.82                1.05                 0.0
               40619.0115                       32        1554527704.092154                      0.0                      0.0                     0.01                     0.11                     0.15                  3811536                      0.0                     0.03                     0.11                     0.67                  1504031                     3.92                     1.03                     1.03                     1.86                      0.0
          40619.0115                  32   1554527704.092154                 0.0                 0.0                0.01                0.11                0.15             3811536                 0.0                0.03                0.11                 1.2             1638879                9.62                2.71                2.71                4.19                 0.0
          40619.0115                  32   1554527704.092154                 0.0                 0.0                0.01                0.11                0.15             3811536                 0.0                0.03                0.11                1.73              668626                2.66                0.83                 0.8                1.03                 0.0
               40619.0131                       32       1554528693.6480489                      0.0                      0.0                     0.01                     0.11                     0.15                  3801464                      0.0                     0.03                     0.11                     0.67                  1500079                     3.88                     1.02                     1.02                     1.85                      0.0
          40619.0131                  32  1554528693.6480489                 0.0                 0.0                0.01                0.11                0.15             3801464                 0.0                0.03                0.11                 1.2             1633895                9.69                2.77                2.73                4.19                 0.0
          40619.0131                  32  1554528693.6480489                 0.0                 0.0                0.01                0.11                0.15             3801464                 0.0                0.03                0.11                1.73              667490                2.68                0.83                0.81                1.04                 0.0
               40619.0148                       32       1554529685.8175433                      0.0                      0.0                     0.01                     0.11                     0.14                  3806304                      0.0                     0.03                     0.11                     0.67                  1501353                     3.91                     1.02                     1.04                     1.85                      0.0
          40619.0148                  32  1554529685.8175433                 0.0                 0.0                0.01                0.11                0.14             3806304                 0.0                0.03                0.11                 1.2             1636663                9.69                2.77                2.72                 4.2                 0.0
          40619.0148                  32  1554529685.8175433                 0.0                 0.0                0.01                0.11                0.14             3806304                 0.0                0.03                0.11                1.73              668288                2.68                0.83                0.82                1.03                 0.0
               40619.0204                       32        1554530679.392379                      0.0                      0.0                     0.01                     0.12                     0.15                  3802816                      0.0                     0.03                     0.11                     0.67                  1500891                     3.95                     1.03                     1.04                     1.87                      0.0
          40619.0204                  32   1554530679.392379                 0.0                 0.0                0.01                0.12                0.15             3802816                 0.0                0.03                0.11                 1.2             1635291                9.71                2.76                2.76                4.19                 0.0
          40619.0204                  32   1554530679.392379                 0.0                 0.0                0.01                0.12                0.15             3802816                 0.0                0.03                0.11                1.73              666634                2.68                0.84                0.81                1.04                 0.0
               40619.0221                       32       1554531677.5098133                      0.0                      0.0                     0.01                     0.12                     0.15                  3803216                      0.0                     0.03                     0.11                     0.67                  1500598                     3.88                     1.03                     1.01                     1.85                      0.0
          40619.0221                  32  1554531677.5098133                 0.0                 0.0                0.01                0.12                0.15             3803216                 0.0                0.03                0.11                 1.2             1635915                9.67                2.71                2.78                4.18                 0.0
          40619.0221                  32  1554531677.5098133                 0.0                 0.0                0.01                0.12                0.15             3803216                 0.0                0.03                0.11                1.73              666703                2.71                0.85                0.82                1.04                 0.0
               40619.0237                       32       1554532671.1876397                      0.0                      0.0                     0.01                     0.11                     0.14                  3804440                      0.0                     0.03                     0.11                     0.67                  1501570                     3.88                     1.01                     1.03                     1.83                      0.0
          40619.0237                  32  1554532671.1876397                 0.0                 0.0                0.01                0.11                0.14             3804440                 0.0                0.03                0.11                 1.2             1636132                9.65                2.71                 2.7                4.24                 0.0
          40619.0237                  32  1554532671.1876397                 0.0                 0.0                0.01                0.11                0.14             3804440                 0.0                0.03                0.11                1.73              666738                2.64                0.82                0.79                1.02                 0.0
               40619.0254                       32        1554533658.458804                      0.0                      0.0                     0.01                     0.11                     0.15                  3807160                      0.0                     0.03                     0.11                     0.67                  1502706                     3.91                     1.03                     1.03                     1.85                      0.0
          40619.0254                  32   1554533658.458804                 0.0                 0.0                0.01                0.11                0.15             3807160                 0.0                0.03                0.11                 1.2             1636739                9.72                2.72                2.75                4.25                 0.0
          40619.0254                  32   1554533658.458804                 0.0                 0.0                0.01                0.11                0.15             3807160                 0.0                0.03                0.11                1.73              667715                2.69                0.84                0.81                1.03                 0.0
                40619.031                       32       1554534655.2979503                      0.0                      0.0                     0.01                     0.11                     0.14                  3804008                      0.0                     0.03                     0.11                     0.67                  1501372                     3.89                     1.01                     1.02                     1.85                      0.0
           40619.031                  32  1554534655.2979503                 0.0                 0.0                0.01                0.11                0.14             3804008                 0.0                0.03                0.11                 1.2             1636010                9.63                2.76                2.71                4.16                 0.0
           40619.031                  32  1554534655.2979503                 0.0                 0.0                0.01                0.11                0.14             3804008                 0.0                0.03                0.11                1.73              666626                2.68                0.83                0.82                1.03                 0.0
               40619.0327                       32        1554535644.744138                      0.0                      0.0                     0.01                     0.12                     0.14                  3805264                      0.0                     0.03                     0.11                     0.67                  1502404                     3.94                     1.03                     1.03                     1.88                      0.0
          40619.0327                  32   1554535644.744138                 0.0                 0.0                0.01                0.12                0.14             3805264                 0.0                0.03                0.11                 1.2             1636552                9.66                2.75                2.68                4.22                 0.0
          40619.0327                  32   1554535644.744138                 0.0                 0.0                0.01                0.12                0.14             3805264                 0.0                0.03                0.11                1.73              666308                 2.7                0.84                0.83                1.04                 0.0
